Cancer,Articles,Country
Thyroid cancer,0,Guinea
Undetermined cancer,0,Guinea
Uterine cancer,0,Guinea
Vaginal cancer,0,Guinea
Vulvar cancer,0,Guinea
Anal cancer,0,Fiji
Bladder cancer,0,Fiji
Brain cancer,0,Fiji
Breast cancer,0,Fiji
Cervical cancer,0,Fiji
Colon cancer,0,Fiji
Colorectal cancer,0,Fiji
Esophageal cancer,0,Fiji
Gallbladder cancer,0,Fiji
Hodgkin lymphoma,0,Fiji
Kaposi sarcoma,0,Fiji
Kidney cancer,0,Fiji
Laryngeal cancer,0,Fiji
Leukemia,0,Fiji
Liver cancer,0,Fiji
Lung cancer,0,Fiji
Mesothelioma,0,Fiji
Mouth cancer,0,Fiji
Multiple myeloma,0,Fiji
Non-Hodgkin lymphoma,0,Fiji
Other cancer,0,Fiji
Ovarian cancer,0,Fiji
Pancreatic cancer,0,Fiji
Penile cancer,0,Fiji
Prostate cancer,0,Fiji
Rectal cancer,0,Fiji
Salivary gland cancer,0,Fiji
Skin cancer,0,Fiji
Stomach cancer,0,Fiji
Testicular cancer,0,Fiji
Throat cancer,0,Fiji
Thyroid cancer,0,Fiji
Undetermined cancer,0,Fiji
Uterine cancer,0,Fiji
Vaginal cancer,0,Fiji
Vulvar cancer,0,Fiji
Anal cancer,0,Uruguay
Bladder cancer,0,Uruguay
Brain cancer,0,Uruguay
Breast cancer,3,Uruguay
Cervical cancer,0,Uruguay
Colon cancer,0,Uruguay
Colorectal cancer,0,Uruguay
Esophageal cancer,0,Uruguay
Gallbladder cancer,0,Uruguay
Hodgkin lymphoma,1,Uruguay
Kaposi sarcoma,0,Uruguay
Kidney cancer,0,Uruguay
Laryngeal cancer,0,Uruguay
Leukemia,5,Uruguay
Liver cancer,0,Uruguay
Lung cancer,0,Uruguay
Mesothelioma,0,Uruguay
Mouth cancer,0,Uruguay
Multiple myeloma,0,Uruguay
Non-Hodgkin lymphoma,1,Uruguay
Other cancer,0,Uruguay
Ovarian cancer,0,Uruguay
Pancreatic cancer,0,Uruguay
Penile cancer,0,Uruguay
Prostate cancer,2,Uruguay
Rectal cancer,0,Uruguay
Salivary gland cancer,0,Uruguay
Skin cancer,2,Uruguay
Stomach cancer,0,Uruguay
Testicular cancer,0,Uruguay
Throat cancer,0,Uruguay
Thyroid cancer,1,Uruguay
Undetermined cancer,0,Uruguay
Uterine cancer,0,Uruguay
Vaginal cancer,0,Uruguay
Vulvar cancer,0,Uruguay
Anal cancer,0,Georgia
Bladder cancer,0,Georgia
Brain cancer,0,Georgia
Breast cancer,0,Georgia
Cervical cancer,0,Georgia
Colon cancer,0,Georgia
Colorectal cancer,0,Georgia
Esophageal cancer,0,Georgia
Gallbladder cancer,0,Georgia
Hodgkin lymphoma,0,Georgia
Kaposi sarcoma,0,Georgia
Kidney cancer,0,Georgia
Laryngeal cancer,0,Georgia
Leukemia,0,Georgia
Liver cancer,0,Georgia
Lung cancer,0,Georgia
Mesothelioma,0,Georgia
Mouth cancer,0,Georgia
Multiple myeloma,0,Georgia
Non-Hodgkin lymphoma,0,Georgia
Other cancer,0,Georgia
Ovarian cancer,0,Georgia
Pancreatic cancer,0,Georgia
Penile cancer,0,Georgia
Prostate cancer,0,Georgia
Rectal cancer,0,Georgia
Salivary gland cancer,0,Georgia
Skin cancer,0,Georgia
Stomach cancer,0,Georgia
Testicular cancer,0,Georgia
Throat cancer,0,Georgia
Thyroid cancer,0,Georgia
Undetermined cancer,0,Georgia
Uterine cancer,0,Georgia
Vaginal cancer,0,Georgia
Vulvar cancer,0,Georgia
Anal cancer,0,Venezuela
Bladder cancer,0,Venezuela
Brain cancer,0,Venezuela
Breast cancer,4,Venezuela
Cervical cancer,1,Venezuela
Colon cancer,0,Venezuela
Colorectal cancer,2,Venezuela
Esophageal cancer,0,Venezuela
Gallbladder cancer,0,Venezuela
Hodgkin lymphoma,0,Venezuela
Kaposi sarcoma,0,Venezuela
Kidney cancer,0,Venezuela
Laryngeal cancer,0,Venezuela
Leukemia,3,Venezuela
Liver cancer,0,Venezuela
Lung cancer,0,Venezuela
Mesothelioma,0,Venezuela
Mouth cancer,0,Venezuela
Multiple myeloma,0,Venezuela
Non-Hodgkin lymphoma,0,Venezuela
Other cancer,0,Venezuela
Ovarian cancer,0,Venezuela
Pancreatic cancer,0,Venezuela
Penile cancer,0,Venezuela
Prostate cancer,3,Venezuela
Rectal cancer,0,Venezuela
Salivary gland cancer,0,Venezuela
Skin cancer,0,Venezuela
Stomach cancer,0,Venezuela
Testicular cancer,0,Venezuela
Throat cancer,0,Venezuela
Thyroid cancer,0,Venezuela
Undetermined cancer,0,Venezuela
Uterine cancer,0,Venezuela
Vaginal cancer,0,Venezuela
Vulvar cancer,0,Venezuela
Anal cancer,0,El Salvador
Bladder cancer,0,El Salvador
Brain cancer,0,El Salvador
Breast cancer,0,El Salvador
Cervical cancer,0,El Salvador
Colon cancer,0,El Salvador
Colorectal cancer,0,El Salvador
Esophageal cancer,0,El Salvador
Gallbladder cancer,0,El Salvador
Hodgkin lymphoma,0,El Salvador
Kaposi sarcoma,0,El Salvador
Kidney cancer,0,El Salvador
Laryngeal cancer,0,El Salvador
Leukemia,1,El Salvador
Liver cancer,0,El Salvador
Lung cancer,0,El Salvador
Mesothelioma,0,El Salvador
Mouth cancer,0,El Salvador
Multiple myeloma,0,El Salvador
Non-Hodgkin lymphoma,0,El Salvador
Other cancer,0,El Salvador
Ovarian cancer,0,El Salvador
Pancreatic cancer,0,El Salvador
Penile cancer,0,El Salvador
Prostate cancer,0,El Salvador
Rectal cancer,1,El Salvador
Salivary gland cancer,0,El Salvador
Skin cancer,0,El Salvador
Stomach cancer,0,El Salvador
Testicular cancer,0,El Salvador
Throat cancer,0,El Salvador
Thyroid cancer,0,El Salvador
Undetermined cancer,0,El Salvador
Uterine cancer,0,El Salvador
Vaginal cancer,0,El Salvador
Vulvar cancer,0,El Salvador
Anal cancer,0,Kazakhstan
Bladder cancer,0,Kazakhstan
Brain cancer,0,Kazakhstan
Breast cancer,4,Kazakhstan
Cervical cancer,0,Kazakhstan
Colon cancer,1,Kazakhstan
Colorectal cancer,0,Kazakhstan
Esophageal cancer,0,Kazakhstan
Gallbladder cancer,0,Kazakhstan
Hodgkin lymphoma,0,Kazakhstan
Kaposi sarcoma,0,Kazakhstan
Kidney cancer,0,Kazakhstan
Laryngeal cancer,0,Kazakhstan
Leukemia,1,Kazakhstan
Liver cancer,0,Kazakhstan
Lung cancer,0,Kazakhstan
Mesothelioma,0,Kazakhstan
Mouth cancer,0,Kazakhstan
Multiple myeloma,0,Kazakhstan
Non-Hodgkin lymphoma,0,Kazakhstan
Other cancer,0,Kazakhstan
Ovarian cancer,0,Kazakhstan
Pancreatic cancer,0,Kazakhstan
Penile cancer,0,Kazakhstan
Prostate cancer,0,Kazakhstan
Rectal cancer,0,Kazakhstan
Salivary gland cancer,0,Kazakhstan
Skin cancer,0,Kazakhstan
Stomach cancer,0,Kazakhstan
Testicular cancer,0,Kazakhstan
Throat cancer,0,Kazakhstan
Thyroid cancer,0,Kazakhstan
Undetermined cancer,0,Kazakhstan
Uterine cancer,0,Kazakhstan
Vaginal cancer,0,Kazakhstan
Vulvar cancer,0,Kazakhstan
Anal cancer,0,Angola
Bladder cancer,0,Angola
Brain cancer,0,Angola
Breast cancer,0,Angola
Cervical cancer,0,Angola
Colon cancer,0,Angola
Colorectal cancer,0,Angola
Esophageal cancer,0,Angola
Gallbladder cancer,0,Angola
Hodgkin lymphoma,0,Angola
Kaposi sarcoma,0,Angola
Kidney cancer,0,Angola
Laryngeal cancer,0,Angola
Leukemia,0,Angola
Liver cancer,0,Angola
Lung cancer,0,Angola
Mesothelioma,0,Angola
Mouth cancer,0,Angola
Multiple myeloma,1,Angola
Non-Hodgkin lymphoma,0,Angola
Other cancer,0,Angola
Ovarian cancer,0,Angola
Pancreatic cancer,0,Angola
Penile cancer,0,Angola
Prostate cancer,0,Angola
Rectal cancer,0,Angola
Salivary gland cancer,0,Angola
Skin cancer,0,Angola
Stomach cancer,0,Angola
Testicular cancer,0,Angola
Throat cancer,0,Angola
Thyroid cancer,0,Angola
Undetermined cancer,0,Angola
Uterine cancer,0,Angola
Vaginal cancer,0,Angola
Vulvar cancer,0,Angola
Anal cancer,3,Italy
Bladder cancer,173,Italy
Brain cancer,178,Italy
Breast cancer,1237,Italy
Cervical cancer,118,Italy
Colon cancer,95,Italy
Colorectal cancer,563,Italy
Esophageal cancer,17,Italy
Gallbladder cancer,1,Italy
Hodgkin lymphoma,103,Italy
Kaposi sarcoma,4,Italy
Kidney cancer,112,Italy
Laryngeal cancer,7,Italy
Leukemia,730,Italy
Liver cancer,183,Italy
Lung cancer,183,Italy
Mesothelioma,69,Italy
Mouth cancer,0,Italy
Multiple myeloma,256,Italy
Non-Hodgkin lymphoma,173,Italy
Other cancer,0,Italy
Ovarian cancer,278,Italy
Pancreatic cancer,149,Italy
Penile cancer,7,Italy
Prostate cancer,346,Italy
Rectal cancer,156,Italy
Salivary gland cancer,3,Italy
Skin cancer,296,Italy
Stomach cancer,24,Italy
Testicular cancer,6,Italy
Throat cancer,0,Italy
Thyroid cancer,64,Italy
Undetermined cancer,0,Italy
Uterine cancer,97,Italy
Vaginal cancer,1,Italy
Vulvar cancer,6,Italy
Anal cancer,0,Mexico
Bladder cancer,0,Mexico
Brain cancer,6,Mexico
Breast cancer,33,Mexico
Cervical cancer,33,Mexico
Colon cancer,2,Mexico
Colorectal cancer,10,Mexico
Esophageal cancer,1,Mexico
Gallbladder cancer,0,Mexico
Hodgkin lymphoma,0,Mexico
Kaposi sarcoma,3,Mexico
Kidney cancer,2,Mexico
Laryngeal cancer,0,Mexico
Leukemia,42,Mexico
Liver cancer,1,Mexico
Lung cancer,1,Mexico
Mesothelioma,3,Mexico
Mouth cancer,0,Mexico
Multiple myeloma,12,Mexico
Non-Hodgkin lymphoma,10,Mexico
Other cancer,0,Mexico
Ovarian cancer,0,Mexico
Pancreatic cancer,1,Mexico
Penile cancer,0,Mexico
Prostate cancer,7,Mexico
Rectal cancer,2,Mexico
Salivary gland cancer,0,Mexico
Skin cancer,3,Mexico
Stomach cancer,4,Mexico
Testicular cancer,0,Mexico
Throat cancer,0,Mexico
Thyroid cancer,2,Mexico
Undetermined cancer,0,Mexico
Uterine cancer,2,Mexico
Vaginal cancer,0,Mexico
Vulvar cancer,0,Mexico
Anal cancer,0,Oman
Bladder cancer,0,Oman
Brain cancer,0,Oman
Breast cancer,0,Oman
Cervical cancer,0,Oman
Colon cancer,0,Oman
Colorectal cancer,1,Oman
Esophageal cancer,0,Oman
Gallbladder cancer,0,Oman
Hodgkin lymphoma,0,Oman
Kaposi sarcoma,0,Oman
Kidney cancer,0,Oman
Laryngeal cancer,0,Oman
Leukemia,2,Oman
Liver cancer,0,Oman
Lung cancer,0,Oman
Mesothelioma,0,Oman
Mouth cancer,0,Oman
Multiple myeloma,0,Oman
Non-Hodgkin lymphoma,0,Oman
Other cancer,0,Oman
Ovarian cancer,0,Oman
Pancreatic cancer,0,Oman
Penile cancer,0,Oman
Prostate cancer,0,Oman
Rectal cancer,1,Oman
Salivary gland cancer,0,Oman
Skin cancer,0,Oman
Stomach cancer,0,Oman
Testicular cancer,0,Oman
Throat cancer,0,Oman
Thyroid cancer,0,Oman
Undetermined cancer,0,Oman
Uterine cancer,0,Oman
Vaginal cancer,0,Oman
Vulvar cancer,0,Oman
Anal cancer,1,Japan
Bladder cancer,217,Japan
Brain cancer,185,Japan
Breast cancer,909,Japan
Cervical cancer,211,Japan
Colon cancer,177,Japan
Colorectal cancer,777,Japan
Esophageal cancer,361,Japan
Gallbladder cancer,24,Japan
Hodgkin lymphoma,79,Japan
Kaposi sarcoma,0,Japan
Kidney cancer,159,Japan
Laryngeal cancer,14,Japan
Leukemia,709,Japan
Liver cancer,618,Japan
Lung cancer,618,Japan
Mesothelioma,36,Japan
Mouth cancer,0,Japan
Multiple myeloma,144,Japan
Non-Hodgkin lymphoma,189,Japan
Other cancer,0,Japan
Ovarian cancer,188,Japan
Pancreatic cancer,372,Japan
Penile cancer,0,Japan
Prostate cancer,429,Japan
Rectal cancer,172,Japan
Salivary gland cancer,0,Japan
Skin cancer,105,Japan
Stomach cancer,87,Japan
Testicular cancer,12,Japan
Throat cancer,0,Japan
Thyroid cancer,37,Japan
Undetermined cancer,0,Japan
Uterine cancer,70,Japan
Vaginal cancer,1,Japan
Vulvar cancer,0,Japan
Anal cancer,0,Trinidad and Tobago
Bladder cancer,0,Trinidad and Tobago
Brain cancer,0,Trinidad and Tobago
Breast cancer,0,Trinidad and Tobago
Cervical cancer,0,Trinidad and Tobago
Colon cancer,0,Trinidad and Tobago
Colorectal cancer,0,Trinidad and Tobago
Esophageal cancer,0,Trinidad and Tobago
Gallbladder cancer,0,Trinidad and Tobago
Hodgkin lymphoma,0,Trinidad and Tobago
Kaposi sarcoma,0,Trinidad and Tobago
Kidney cancer,0,Trinidad and Tobago
Laryngeal cancer,0,Trinidad and Tobago
Leukemia,0,Trinidad and Tobago
Liver cancer,0,Trinidad and Tobago
Lung cancer,0,Trinidad and Tobago
Mesothelioma,0,Trinidad and Tobago
Mouth cancer,0,Trinidad and Tobago
Multiple myeloma,0,Trinidad and Tobago
Non-Hodgkin lymphoma,0,Trinidad and Tobago
Other cancer,0,Trinidad and Tobago
Ovarian cancer,0,Trinidad and Tobago
Pancreatic cancer,0,Trinidad and Tobago
Penile cancer,0,Trinidad and Tobago
Prostate cancer,0,Trinidad and Tobago
Rectal cancer,0,Trinidad and Tobago
Salivary gland cancer,0,Trinidad and Tobago
Skin cancer,0,Trinidad and Tobago
Stomach cancer,0,Trinidad and Tobago
Testicular cancer,0,Trinidad and Tobago
Throat cancer,0,Trinidad and Tobago
Thyroid cancer,0,Trinidad and Tobago
Undetermined cancer,0,Trinidad and Tobago
Uterine cancer,0,Trinidad and Tobago
Vaginal cancer,0,Trinidad and Tobago
Vulvar cancer,0,Trinidad and Tobago
Anal cancer,0,"Micronesia, Fed. Sts."
Bladder cancer,0,"Micronesia, Fed. Sts."
Brain cancer,0,"Micronesia, Fed. Sts."
Breast cancer,0,"Micronesia, Fed. Sts."
Cervical cancer,0,"Micronesia, Fed. Sts."
Colon cancer,0,"Micronesia, Fed. Sts."
Colorectal cancer,0,"Micronesia, Fed. Sts."
Esophageal cancer,0,"Micronesia, Fed. Sts."
Gallbladder cancer,0,"Micronesia, Fed. Sts."
Hodgkin lymphoma,0,"Micronesia, Fed. Sts."
Kaposi sarcoma,0,"Micronesia, Fed. Sts."
Kidney cancer,0,"Micronesia, Fed. Sts."
Laryngeal cancer,0,"Micronesia, Fed. Sts."
Leukemia,0,"Micronesia, Fed. Sts."
Liver cancer,0,"Micronesia, Fed. Sts."
Lung cancer,0,"Micronesia, Fed. Sts."
Mesothelioma,0,"Micronesia, Fed. Sts."
Mouth cancer,0,"Micronesia, Fed. Sts."
Multiple myeloma,0,"Micronesia, Fed. Sts."
Non-Hodgkin lymphoma,0,"Micronesia, Fed. Sts."
Other cancer,0,"Micronesia, Fed. Sts."
Ovarian cancer,0,"Micronesia, Fed. Sts."
Pancreatic cancer,0,"Micronesia, Fed. Sts."
Penile cancer,0,"Micronesia, Fed. Sts."
Prostate cancer,0,"Micronesia, Fed. Sts."
Rectal cancer,0,"Micronesia, Fed. Sts."
Salivary gland cancer,0,"Micronesia, Fed. Sts."
Skin cancer,0,"Micronesia, Fed. Sts."
Stomach cancer,0,"Micronesia, Fed. Sts."
Testicular cancer,0,"Micronesia, Fed. Sts."
Throat cancer,0,"Micronesia, Fed. Sts."
Thyroid cancer,0,"Micronesia, Fed. Sts."
Undetermined cancer,0,"Micronesia, Fed. Sts."
Uterine cancer,0,"Micronesia, Fed. Sts."
Vaginal cancer,0,"Micronesia, Fed. Sts."
Vulvar cancer,0,"Micronesia, Fed. Sts."
Anal cancer,0,Gabon
Bladder cancer,0,Gabon
Brain cancer,0,Gabon
Breast cancer,0,Gabon
Cervical cancer,0,Gabon
Colon cancer,0,Gabon
Colorectal cancer,0,Gabon
Esophageal cancer,0,Gabon
Gallbladder cancer,0,Gabon
Hodgkin lymphoma,0,Gabon
Kaposi sarcoma,0,Gabon
Kidney cancer,0,Gabon
Laryngeal cancer,0,Gabon
Leukemia,0,Gabon
Liver cancer,0,Gabon
Lung cancer,0,Gabon
Mesothelioma,0,Gabon
Mouth cancer,0,Gabon
Multiple myeloma,0,Gabon
Non-Hodgkin lymphoma,0,Gabon
Other cancer,0,Gabon
Ovarian cancer,0,Gabon
Pancreatic cancer,0,Gabon
Penile cancer,0,Gabon
Prostate cancer,0,Gabon
Rectal cancer,0,Gabon
Salivary gland cancer,0,Gabon
Skin cancer,0,Gabon
Stomach cancer,0,Gabon
Testicular cancer,0,Gabon
Throat cancer,0,Gabon
Thyroid cancer,0,Gabon
Undetermined cancer,0,Gabon
Uterine cancer,0,Gabon
Vaginal cancer,0,Gabon
Vulvar cancer,0,Gabon
Anal cancer,0,Ghana
Bladder cancer,0,Ghana
Brain cancer,0,Ghana
Breast cancer,5,Ghana
Cervical cancer,2,Ghana
Colon cancer,0,Ghana
Colorectal cancer,0,Ghana
Esophageal cancer,0,Ghana
Gallbladder cancer,0,Ghana
Hodgkin lymphoma,0,Ghana
Kaposi sarcoma,0,Ghana
Kidney cancer,0,Ghana
Laryngeal cancer,0,Ghana
Leukemia,3,Ghana
Liver cancer,0,Ghana
Lung cancer,0,Ghana
Mesothelioma,0,Ghana
Mouth cancer,0,Ghana
Multiple myeloma,0,Ghana
Non-Hodgkin lymphoma,0,Ghana
Other cancer,0,Ghana
Ovarian cancer,0,Ghana
Pancreatic cancer,0,Ghana
Penile cancer,0,Ghana
Prostate cancer,4,Ghana
Rectal cancer,0,Ghana
Salivary gland cancer,0,Ghana
Skin cancer,0,Ghana
Stomach cancer,0,Ghana
Testicular cancer,0,Ghana
Throat cancer,0,Ghana
Thyroid cancer,1,Ghana
Undetermined cancer,0,Ghana
Uterine cancer,0,Ghana
Vaginal cancer,0,Ghana
Vulvar cancer,0,Ghana
Anal cancer,9,France
Bladder cancer,49,France
Brain cancer,145,France
Breast cancer,807,France
Cervical cancer,71,France
Colon cancer,68,France
Colorectal cancer,367,France
Esophageal cancer,42,France
Gallbladder cancer,1,France
Hodgkin lymphoma,81,France
Kaposi sarcoma,7,France
Kidney cancer,139,France
Laryngeal cancer,3,France
Leukemia,590,France
Liver cancer,117,France
Lung cancer,117,France
Mesothelioma,41,France
Mouth cancer,0,France
Multiple myeloma,187,France
Non-Hodgkin lymphoma,183,France
Other cancer,0,France
Ovarian cancer,161,France
Pancreatic cancer,85,France
Penile cancer,3,France
Prostate cancer,272,France
Rectal cancer,90,France
Salivary gland cancer,0,France
Skin cancer,224,France
Stomach cancer,13,France
Testicular cancer,4,France
Throat cancer,2,France
Thyroid cancer,45,France
Undetermined cancer,0,France
Uterine cancer,26,France
Vaginal cancer,0,France
Vulvar cancer,2,France
Anal cancer,0,Somalia
Bladder cancer,0,Somalia
Brain cancer,0,Somalia
Breast cancer,0,Somalia
Cervical cancer,0,Somalia
Colon cancer,0,Somalia
Colorectal cancer,0,Somalia
Esophageal cancer,0,Somalia
Gallbladder cancer,0,Somalia
Hodgkin lymphoma,0,Somalia
Kaposi sarcoma,0,Somalia
Kidney cancer,0,Somalia
Laryngeal cancer,0,Somalia
Leukemia,0,Somalia
Liver cancer,0,Somalia
Lung cancer,0,Somalia
Mesothelioma,0,Somalia
Mouth cancer,0,Somalia
Multiple myeloma,0,Somalia
Non-Hodgkin lymphoma,0,Somalia
Other cancer,0,Somalia
Ovarian cancer,0,Somalia
Pancreatic cancer,0,Somalia
Penile cancer,0,Somalia
Prostate cancer,0,Somalia
Rectal cancer,0,Somalia
Salivary gland cancer,0,Somalia
Skin cancer,0,Somalia
Stomach cancer,0,Somalia
Testicular cancer,0,Somalia
Throat cancer,0,Somalia
Thyroid cancer,0,Somalia
Undetermined cancer,0,Somalia
Uterine cancer,0,Somalia
Vaginal cancer,0,Somalia
Vulvar cancer,0,Somalia
Anal cancer,0,Finland
Bladder cancer,23,Finland
Brain cancer,8,Finland
Breast cancer,181,Finland
Cervical cancer,20,Finland
Colon cancer,6,Finland
Colorectal cancer,32,Finland
Esophageal cancer,0,Finland
Gallbladder cancer,2,Finland
Hodgkin lymphoma,4,Finland
Kaposi sarcoma,0,Finland
Kidney cancer,9,Finland
Laryngeal cancer,4,Finland
Leukemia,37,Finland
Liver cancer,3,Finland
Lung cancer,3,Finland
Mesothelioma,9,Finland
Mouth cancer,0,Finland
Multiple myeloma,22,Finland
Non-Hodgkin lymphoma,13,Finland
Other cancer,0,Finland
Ovarian cancer,20,Finland
Pancreatic cancer,5,Finland
Penile cancer,0,Finland
Prostate cancer,140,Finland
Rectal cancer,11,Finland
Salivary gland cancer,0,Finland
Skin cancer,21,Finland
Stomach cancer,1,Finland
Testicular cancer,1,Finland
Throat cancer,0,Finland
Thyroid cancer,5,Finland
Undetermined cancer,0,Finland
Uterine cancer,10,Finland
Vaginal cancer,1,Finland
Vulvar cancer,1,Finland
Anal cancer,2,Sweden
Bladder cancer,40,Sweden
Brain cancer,27,Sweden
Breast cancer,447,Sweden
Cervical cancer,37,Sweden
Colon cancer,21,Sweden
Colorectal cancer,143,Sweden
Esophageal cancer,15,Sweden
Gallbladder cancer,0,Sweden
Hodgkin lymphoma,11,Sweden
Kaposi sarcoma,0,Sweden
Kidney cancer,24,Sweden
Laryngeal cancer,10,Sweden
Leukemia,177,Sweden
Liver cancer,18,Sweden
Lung cancer,18,Sweden
Mesothelioma,7,Sweden
Mouth cancer,0,Sweden
Multiple myeloma,61,Sweden
Non-Hodgkin lymphoma,18,Sweden
Other cancer,0,Sweden
Ovarian cancer,38,Sweden
Pancreatic cancer,20,Sweden
Penile cancer,2,Sweden
Prostate cancer,207,Sweden
Rectal cancer,99,Sweden
Salivary gland cancer,0,Sweden
Skin cancer,82,Sweden
Stomach cancer,3,Sweden
Testicular cancer,2,Sweden
Throat cancer,0,Sweden
Thyroid cancer,3,Sweden
Undetermined cancer,0,Sweden
Uterine cancer,24,Sweden
Vaginal cancer,2,Sweden
Vulvar cancer,2,Sweden
Anal cancer,0,Burundi
Bladder cancer,0,Burundi
Brain cancer,0,Burundi
Breast cancer,0,Burundi
Cervical cancer,0,Burundi
Colon cancer,0,Burundi
Colorectal cancer,0,Burundi
Esophageal cancer,0,Burundi
Gallbladder cancer,0,Burundi
Hodgkin lymphoma,0,Burundi
Kaposi sarcoma,0,Burundi
Kidney cancer,0,Burundi
Laryngeal cancer,0,Burundi
Leukemia,0,Burundi
Liver cancer,0,Burundi
Lung cancer,0,Burundi
Mesothelioma,0,Burundi
Mouth cancer,0,Burundi
Multiple myeloma,0,Burundi
Non-Hodgkin lymphoma,0,Burundi
Other cancer,0,Burundi
Ovarian cancer,0,Burundi
Pancreatic cancer,0,Burundi
Penile cancer,0,Burundi
Prostate cancer,0,Burundi
Rectal cancer,0,Burundi
Salivary gland cancer,0,Burundi
Skin cancer,0,Burundi
Stomach cancer,0,Burundi
Testicular cancer,0,Burundi
Throat cancer,0,Burundi
Thyroid cancer,0,Burundi
Undetermined cancer,0,Burundi
Uterine cancer,0,Burundi
Vaginal cancer,0,Burundi
Vulvar cancer,0,Burundi
Anal cancer,0,Libya
Bladder cancer,0,Libya
Brain cancer,0,Libya
Breast cancer,1,Libya
Cervical cancer,0,Libya
Colon cancer,0,Libya
Colorectal cancer,0,Libya
Esophageal cancer,0,Libya
Gallbladder cancer,0,Libya
Hodgkin lymphoma,0,Libya
Kaposi sarcoma,0,Libya
Kidney cancer,0,Libya
Laryngeal cancer,0,Libya
Leukemia,0,Libya
Liver cancer,0,Libya
Lung cancer,0,Libya
Mesothelioma,0,Libya
Mouth cancer,0,Libya
Multiple myeloma,0,Libya
Non-Hodgkin lymphoma,0,Libya
Other cancer,0,Libya
Ovarian cancer,0,Libya
Pancreatic cancer,0,Libya
Penile cancer,0,Libya
Prostate cancer,0,Libya
Rectal cancer,0,Libya
Salivary gland cancer,0,Libya
Skin cancer,0,Libya
Stomach cancer,0,Libya
Testicular cancer,0,Libya
Throat cancer,0,Libya
Thyroid cancer,0,Libya
Undetermined cancer,0,Libya
Uterine cancer,0,Libya
Vaginal cancer,0,Libya
Vulvar cancer,0,Libya
Anal cancer,0,Ecuador
Bladder cancer,0,Ecuador
Brain cancer,0,Ecuador
Breast cancer,1,Ecuador
Cervical cancer,0,Ecuador
Colon cancer,0,Ecuador
Colorectal cancer,0,Ecuador
Esophageal cancer,0,Ecuador
Gallbladder cancer,0,Ecuador
Hodgkin lymphoma,0,Ecuador
Kaposi sarcoma,0,Ecuador
Kidney cancer,0,Ecuador
Laryngeal cancer,0,Ecuador
Leukemia,0,Ecuador
Liver cancer,0,Ecuador
Lung cancer,0,Ecuador
Mesothelioma,0,Ecuador
Mouth cancer,0,Ecuador
Multiple myeloma,0,Ecuador
Non-Hodgkin lymphoma,0,Ecuador
Other cancer,0,Ecuador
Ovarian cancer,0,Ecuador
Pancreatic cancer,0,Ecuador
Penile cancer,0,Ecuador
Prostate cancer,0,Ecuador
Rectal cancer,0,Ecuador
Salivary gland cancer,0,Ecuador
Skin cancer,0,Ecuador
Stomach cancer,0,Ecuador
Testicular cancer,0,Ecuador
Throat cancer,0,Ecuador
Thyroid cancer,0,Ecuador
Undetermined cancer,0,Ecuador
Uterine cancer,1,Ecuador
Vaginal cancer,0,Ecuador
Vulvar cancer,0,Ecuador
Anal cancer,1,Puerto Rico
Bladder cancer,0,Puerto Rico
Brain cancer,1,Puerto Rico
Breast cancer,3,Puerto Rico
Cervical cancer,1,Puerto Rico
Colon cancer,1,Puerto Rico
Colorectal cancer,2,Puerto Rico
Esophageal cancer,0,Puerto Rico
Gallbladder cancer,0,Puerto Rico
Hodgkin lymphoma,1,Puerto Rico
Kaposi sarcoma,0,Puerto Rico
Kidney cancer,0,Puerto Rico
Laryngeal cancer,0,Puerto Rico
Leukemia,2,Puerto Rico
Liver cancer,0,Puerto Rico
Lung cancer,0,Puerto Rico
Mesothelioma,0,Puerto Rico
Mouth cancer,0,Puerto Rico
Multiple myeloma,0,Puerto Rico
Non-Hodgkin lymphoma,1,Puerto Rico
Other cancer,0,Puerto Rico
Ovarian cancer,0,Puerto Rico
Pancreatic cancer,0,Puerto Rico
Penile cancer,0,Puerto Rico
Prostate cancer,1,Puerto Rico
Rectal cancer,0,Puerto Rico
Salivary gland cancer,0,Puerto Rico
Skin cancer,0,Puerto Rico
Stomach cancer,1,Puerto Rico
Testicular cancer,0,Puerto Rico
Throat cancer,0,Puerto Rico
Thyroid cancer,1,Puerto Rico
Undetermined cancer,0,Puerto Rico
Uterine cancer,0,Puerto Rico
Vaginal cancer,0,Puerto Rico
Vulvar cancer,0,Puerto Rico
Anal cancer,0,Algeria
Bladder cancer,0,Algeria
Brain cancer,0,Algeria
Breast cancer,0,Algeria
Cervical cancer,1,Algeria
Colon cancer,0,Algeria
Colorectal cancer,1,Algeria
Esophageal cancer,0,Algeria
Gallbladder cancer,0,Algeria
Hodgkin lymphoma,0,Algeria
Kaposi sarcoma,0,Algeria
Kidney cancer,0,Algeria
Laryngeal cancer,0,Algeria
Leukemia,0,Algeria
Liver cancer,0,Algeria
Lung cancer,0,Algeria
Mesothelioma,0,Algeria
Mouth cancer,0,Algeria
Multiple myeloma,0,Algeria
Non-Hodgkin lymphoma,1,Algeria
Other cancer,0,Algeria
Ovarian cancer,0,Algeria
Pancreatic cancer,0,Algeria
Penile cancer,0,Algeria
Prostate cancer,1,Algeria
Rectal cancer,0,Algeria
Salivary gland cancer,0,Algeria
Skin cancer,0,Algeria
Stomach cancer,0,Algeria
