Country,Cancer,ASR,Crude rate
Ecuador,Pancreatic cancer,3.7,4.3
El Salvador,Pancreatic cancer,2.6,3.4
Ethiopia,Pancreatic cancer,1.4,0.78
Eritrea,Pancreatic cancer,1.2,0.76
Estonia,Pancreatic cancer,8.6,22.9
Fiji,Pancreatic cancer,2.8,2.5
Finland,Pancreatic cancer,8.9,27.0
France,Pancreatic cancer,9.4,24.2
French Guiana,Pancreatic cancer,7.6,6.7
French Polynesia,Pancreatic cancer,4.6,6.7
Djibouti,Pancreatic cancer,1.4,1.1
Gabon,Pancreatic cancer,3.4,2.2
Georgia,Pancreatic cancer,5.4,10.6
Gambia,Pancreatic cancer,1.6,0.7
Palestine,Pancreatic cancer,4.6,2.5
Germany,Pancreatic cancer,8.7,26.1
Ghana,Pancreatic cancer,1.7,1.1
Greece,Pancreatic cancer,7.9,22.3
Guadeloupe,Pancreatic cancer,8.2,19.0
Guam,Pancreatic cancer,4.3,7.0
Guatemala,Pancreatic cancer,2.5,1.9
Guinea,Pancreatic cancer,0.81,0.4
Guyana,Pancreatic cancer,2.0,2.3
Haiti,Pancreatic cancer,3.2,2.6
Honduras,Pancreatic cancer,3.7,2.9
Hungary,Pancreatic cancer,10.4,25.2
Iceland,Pancreatic cancer,7.2,16.2
India,Pancreatic cancer,0.96,0.97
Indonesia,Pancreatic cancer,2.0,2.1
Iran,Pancreatic cancer,3.9,4.1
Iraq,Pancreatic cancer,3.2,1.8
Ireland,Pancreatic cancer,6.9,13.8
Israel,Pancreatic cancer,8.2,13.3
Italy,Pancreatic cancer,8.0,26.1
Cote d'Ivoire,Pancreatic cancer,2.3,1.1
Jamaica,Pancreatic cancer,3.7,4.8
Japan,Pancreatic cancer,9.8,37.9
Kazakhstan,Pancreatic cancer,5.3,6.2
Jordan,Pancreatic cancer,3.8,2.8
Kenya,Pancreatic cancer,3.5,1.6
North Korea,Pancreatic cancer,4.7,7.0
South Korea,Pancreatic cancer,7.5,17.3
Kuwait,Pancreatic cancer,3.3,2.5
Kyrgyz Republic,Pancreatic cancer,4.7,3.8
Laos,Pancreatic cancer,1.4,1.0
Lebanon,Pancreatic cancer,3.9,4.6
Lesotho,Pancreatic cancer,1.2,0.92
Latvia,Pancreatic cancer,9.3,24.6
Liberia,Pancreatic cancer,1.4,0.79
Libya,Pancreatic cancer,3.8,3.2
Lithuania,Pancreatic cancer,8.5,22.7
Luxembourg,Pancreatic cancer,6.5,14.8
Madagascar,Pancreatic cancer,1.3,0.71
Malawi,Pancreatic cancer,0.5,0.26
Malaysia,Pancreatic cancer,2.8,3.1
Maldives,Pancreatic cancer,1.9,1.3
Mali,Pancreatic cancer,2.9,1.2
Malta,Pancreatic cancer,9.0,24.1
Martinique,Pancreatic cancer,6.3,18.5
Mauritania,Pancreatic cancer,1.8,0.98
Mauritius,Pancreatic cancer,3.8,6.3
Mexico,Pancreatic cancer,3.9,4.4
Mongolia,Pancreatic cancer,5.5,4.5
Moldova,Pancreatic cancer,8.1,13.7
Montenegro,Pancreatic cancer,5.8,12.1
Morocco,Pancreatic cancer,2.8,3.3
Mozambique,Pancreatic cancer,0.87,0.42
Oman,Pancreatic cancer,2.8,1.6
Namibia,Pancreatic cancer,1.2,0.72
Nepal,Pancreatic cancer,1.4,1.2
Netherlands,Pancreatic cancer,8.1,20.3
New Caledonia,Pancreatic cancer,6.5,9.3
Vanuatu,Pancreatic cancer,0.55,0.31
New Zealand,Pancreatic cancer,6.0,13.5
Nicaragua,Pancreatic cancer,3.8,3.5
Niger,Pancreatic cancer,3.4,1.4
Nigeria,Pancreatic cancer,1.3,0.62
Norway,Pancreatic cancer,8.1,21.2
Pakistan,Pancreatic cancer,0.69,0.49
Panama,Pancreatic cancer,3.1,4.1
Papua New Guinea,Pancreatic cancer,1.7,1.0
Paraguay,Pancreatic cancer,4.8,4.8
Peru,Pancreatic cancer,4.1,5.4
Philippines,Pancreatic cancer,4.1,3.6
Poland,Pancreatic cancer,6.7,15.6
Portugal,Pancreatic cancer,6.8,21.3
Guinea-Bissau,Pancreatic cancer,0.94,0.44
Timor-Leste,Pancreatic cancer,1.8,1.2
Puerto Rico,Pancreatic cancer,5.3,13.8
Qatar,Pancreatic cancer,2.1,1.2
Reunion,Pancreatic cancer,6.0,10.7
Romania,Pancreatic cancer,7.9,17.8
Russia,Pancreatic cancer,7.8,15.0
Rwanda,Pancreatic cancer,0.73,0.44
St. Lucia,Pancreatic cancer,3.6,5.9
Sao Tome and Principe,Pancreatic cancer,2.3,1.3
Saudi Arabia,Pancreatic cancer,2.0,1.6
Senegal,Pancreatic cancer,1.8,0.94
Serbia,Pancreatic cancer,7.6,16.6
Sierra Leone,Pancreatic cancer,0.65,0.33
Singapore,Pancreatic cancer,7.7,15.5
Slovakia,Pancreatic cancer,8.6,18.5
Vietnam,Pancreatic cancer,1.0,1.3
Slovenia,Pancreatic cancer,8.3,22.0
Somalia,Pancreatic cancer,2.0,0.88
South Africa,Pancreatic cancer,5.3,4.6
Zimbabwe,Pancreatic cancer,2.7,1.3
Spain,Pancreatic cancer,7.5,18.9
South Sudan,Pancreatic cancer,1.8,0.97
Sudan,Pancreatic cancer,1.1,0.63
Suriname,Pancreatic cancer,3.8,4.4
Eswatini,Pancreatic cancer,1.4,0.76
Sweden,Pancreatic cancer,9.3,23.6
Switzerland,Pancreatic cancer,8.5,22.3
Syria,Pancreatic cancer,4.2,3.2
Tajikistan,Pancreatic cancer,1.3,0.79
Thailand,Pancreatic cancer,2.5,4.7
Togo,Pancreatic cancer,1.5,0.71
Trinidad and Tobago,Pancreatic cancer,4.7,7.9
United Arab Emirates,Pancreatic cancer,2.4,0.84
Tunisia,Pancreatic cancer,3.3,4.3
Türkiye,Pancreatic cancer,7.7,10.1
Turkmenistan,Pancreatic cancer,2.6,2.2
Uganda,Pancreatic cancer,1.6,0.6
Ukraine,Pancreatic cancer,6.4,12.8
North Macedonia,Pancreatic cancer,6.5,12.2
Egypt,Pancreatic cancer,3.8,3.2
United Kingdom,Pancreatic cancer,6.7,16.6
Tanzania,Pancreatic cancer,1.8,0.81
United States,Pancreatic cancer,8.6,18.0
Burkina Faso,Pancreatic cancer,6.6,3.2
Uruguay,Pancreatic cancer,11.4,23.3
Uzbekistan,Pancreatic cancer,3.7,3.3
Venezuela,Pancreatic cancer,4.2,5.0
Samoa,Pancreatic cancer,6.1,4.9
Yemen,Pancreatic cancer,2.0,1.1
Zambia,Pancreatic cancer,1.4,0.56
"Micronesia, Fed. Sts.",Pancreatic cancer,4.3,4.6
Afghanistan,Penile cancer,0.1,0.06
Albania,Penile cancer,0.51,0.82
Algeria,Penile cancer,0.03,0.03
Angola,Penile cancer,1.1,0.36
Azerbaijan,Penile cancer,0.02,0.02
Argentina,Penile cancer,1.6,2.1
Australia,Penile cancer,0.51,0.98
Austria,Penile cancer,0.79,1.8
Bahamas,Penile cancer,0.7,1.0
Bahrain,Penile cancer,0.0,0.0
Bangladesh,Penile cancer,0.83,0.81
Armenia,Penile cancer,0.33,0.5
Barbados,Penile cancer,0.41,0.72
Belgium,Penile cancer,0.75,1.6
Bhutan,Penile cancer,1.2,0.95
Bolivia,Penile cancer,2.4,3.2
Bosnia and Herzegovina,Penile cancer,0.18,0.38
Botswana,Penile cancer,3.9,2.9
Brazil,Penile cancer,1.3,1.6
Belize,Penile cancer,0.0,0.0
Solomon Islands,Penile cancer,1.5,1.1
Brunei Darussalam,Penile cancer,0.0,0.0
Bulgaria,Penile cancer,0.9,2.0
Myanmar,Penile cancer,1.5,1.3
Burundi,Penile cancer,2.5,1.0
Belarus,Penile cancer,0.86,1.4
Cambodia,Penile cancer,1.5,1.2
Cameroon,Penile cancer,0.11,0.06
Canada,Penile cancer,0.68,1.5
Cabo Verde,Penile cancer,1.3,1.1
Central African Republic,Penile cancer,0.12,0.04
Sri Lanka,Penile cancer,0.69,1.0
Chad,Penile cancer,0.0,0.0
Chile,Penile cancer,0.67,1.0
China,Penile cancer,0.49,0.83
Colombia,Penile cancer,1.6,2.0
Comoros,Penile cancer,0.68,0.44
Congo Republic,Penile cancer,0.05,0.03
DR Congo,Penile cancer,0.63,0.3
Costa Rica,Penile cancer,1.1,1.6
Croatia,Penile cancer,0.87,1.8
Cuba,Penile cancer,1.3,2.9
Cyprus,Penile cancer,0.9,1.6
Czechia,Penile cancer,1.3,2.6
Benin,Penile cancer,0.39,0.14
Denmark,Penile cancer,1.1,2.6
Dominican Republic,Penile cancer,1.1,1.2
Ecuador,Penile cancer,1.4,1.5
El Salvador,Penile cancer,0.83,0.91
Ethiopia,Penile cancer,0.11,0.06
Eritrea,Penile cancer,0.11,0.05
Estonia,Penile cancer,1.1,2.2
Fiji,Penile cancer,1.3,1.1
Finland,Penile cancer,0.68,1.6
France,Penile cancer,0.65,1.5
French Guiana,Penile cancer,1.5,1.3
French Polynesia,Penile cancer,0.0,0.0
Djibouti,Penile cancer,0.0,0.0
Gabon,Penile cancer,0.13,0.08
Georgia,Penile cancer,0.88,1.5
Gambia,Penile cancer,0.82,0.39
Palestine,Penile cancer,0.0,0.0
Germany,Penile cancer,0.87,2.1
Ghana,Penile cancer,0.3,0.15
Greece,Penile cancer,1.3,3.3
Guadeloupe,Penile cancer,0.65,1.6
Guam,Penile cancer,0.0,0.0
Guatemala,Penile cancer,0.3,0.23
Guinea,Penile cancer,0.09,0.07
Guyana,Penile cancer,0.99,1.0
Haiti,Penile cancer,1.3,0.97
Honduras,Penile cancer,2.0,1.6
Hungary,Penile cancer,1.0,1.9
Iceland,Penile cancer,0.83,1.7
India,Penile cancer,1.5,1.4
Indonesia,Penile cancer,0.77,0.78
Iran,Penile cancer,0.08,0.08
Iraq,Penile cancer,0.03,0.01
Ireland,Penile cancer,1.2,2.1
Israel,Penile cancer,0.14,0.2
Italy,Penile cancer,0.84,2.4
Cote d'Ivoire,Penile cancer,0.05,0.03
Jamaica,Penile cancer,0.96,1.3
Japan,Penile cancer,0.27,0.95
Kazakhstan,Penile cancer,0.42,0.41
Jordan,Penile cancer,0.0,0.0
Kenya,Penile cancer,0.45,0.18
North Korea,Penile cancer,0.38,0.45
South Korea,Penile cancer,0.2,0.42
Kuwait,Penile cancer,0.0,0.0
Kyrgyz Republic,Penile cancer,0.1,0.09
Laos,Penile cancer,1.3,0.93
Lebanon,Penile cancer,0.23,0.27
Lesotho,Penile cancer,3.1,2.1
Latvia,Penile cancer,1.2,2.2
Liberia,Penile cancer,0.03,0.04
Libya,Penile cancer,0.0,0.0
Lithuania,Penile cancer,1.1,2.2
Luxembourg,Penile cancer,0.31,0.62
Madagascar,Penile cancer,0.11,0.06
Malawi,Penile cancer,2.5,1.4
Malaysia,Penile cancer,0.38,0.42
Maldives,Penile cancer,0.0,0.0
Mali,Penile cancer,0.11,0.06
Malta,Penile cancer,1.3,2.2
Martinique,Penile cancer,0.88,2.3
Mauritania,Penile cancer,0.0,0.0
Mauritius,Penile cancer,0.39,0.64
Mexico,Penile cancer,1.1,1.2
Mongolia,Penile cancer,0.67,0.48
Moldova,Penile cancer,0.62,0.89
Montenegro,Penile cancer,0.34,0.64
Morocco,Penile cancer,0.03,0.04
Mozambique,Penile cancer,1.6,0.84
Oman,Penile cancer,0.03,0.03
Namibia,Penile cancer,2.2,1.3
Nepal,Penile cancer,1.5,1.2
Netherlands,Penile cancer,0.86,2.1
New Caledonia,Penile cancer,0.0,0.0
Vanuatu,Penile cancer,0.89,0.61
New Zealand,Penile cancer,0.35,0.71
Nicaragua,Penile cancer,1.5,1.3
Niger,Penile cancer,0.08,0.03
Nigeria,Penile cancer,0.02,0.02
Norway,Penile cancer,1.2,2.4
Pakistan,Penile cancer,0.34,0.27
Panama,Penile cancer,1.0,1.3
Papua New Guinea,Penile cancer,2.4,0.93
Paraguay,Penile cancer,3.4,3.2
Peru,Penile cancer,1.3,1.7
Philippines,Penile cancer,0.32,0.28
Poland,Penile cancer,1.4,2.8
Portugal,Penile cancer,0.98,2.4
Guinea-Bissau,Penile cancer,0.0,0.0
Timor-Leste,Penile cancer,0.0,0.0
Puerto Rico,Penile cancer,1.6,3.4
Qatar,Penile cancer,0.27,0.09
Reunion,Penile cancer,0.81,1.4
Romania,Penile cancer,1.1,2.0
Russia,Penile cancer,0.76,1.2
Rwanda,Penile cancer,2.6,1.4
St. Lucia,Penile cancer,3.7,5.5
Sao Tome and Principe,Penile cancer,0.0,0.0
Saudi Arabia,Penile cancer,0.03,0.02
Senegal,Penile cancer,0.04,0.03
Serbia,Penile cancer,0.76,1.5
Sierra Leone,Penile cancer,0.0,0.0
Singapore,Penile cancer,0.45,0.84
Slovakia,Penile cancer,0.98,1.7
Vietnam,Penile cancer,0.74,0.84
Slovenia,Penile cancer,0.55,1.4
Somalia,Penile cancer,0.07,0.04
South Africa,Penile cancer,1.4,1.2
Zimbabwe,Penile cancer,3.0,1.5
Spain,Penile cancer,0.85,2.1
South Sudan,Penile cancer,0.82,0.43
Sudan,Penile cancer,0.18,0.09
Suriname,Penile cancer,1.4,1.3
Eswatini,Penile cancer,6.8,3.8
Sweden,Penile cancer,1.2,2.8
Switzerland,Penile cancer,0.46,1.2
Syria,Penile cancer,0.08,0.05
Tajikistan,Penile cancer,0.0,0.0
Thailand,Penile cancer,1.2,1.9
Togo,Penile cancer,0.29,0.07
Trinidad and Tobago,Penile cancer,0.9,1.3
United Arab Emirates,Penile cancer,0.11,0.04
Tunisia,Penile cancer,0.12,0.15
Türkiye,Penile cancer,0.04,0.04
Turkmenistan,Penile cancer,0.0,0.0
Uganda,Penile cancer,3.1,1.3
Ukraine,Penile cancer,0.71,1.2
North Macedonia,Penile cancer,0.57,1.2
Egypt,Penile cancer,0.03,0.02
United Kingdom,Penile cancer,1.2,2.4
Tanzania,Penile cancer,1.2,0.44
United States,Penile cancer,0.53,1.0
Burkina Faso,Penile cancer,0.0,0.0
Uruguay,Penile cancer,1.2,2.0
Uzbekistan,Penile cancer,0.08,0.06
Venezuela,Penile cancer,1.7,1.9
Samoa,Penile cancer,0.0,0.0
Yemen,Penile cancer,0.0,0.0
Zambia,Penile cancer,3.0,1.4
"Micronesia, Fed. Sts.",Penile cancer,0.0,0.0
Afghanistan,Prostate cancer,6.5,2.5
Albania,Prostate cancer,12.2,28.7
Algeria,Prostate cancer,15.5,15.3
Angola,Prostate cancer,47.9,15.1
Azerbaijan,Prostate cancer,10.8,11.0
Argentina,Prostate cancer,44.7,57.2
Australia,Prostate cancer,77.2,140.3
Austria,Prostate cancer,61.0,132.6
Bahamas,Prostate cancer,89.1,102.2
Bahrain,Prostate cancer,13.4,6.4
Bangladesh,Prostate cancer,3.2,2.8
Armenia,Prostate cancer,37.2,54.6
Barbados,Prostate cancer,100.5,188.4
Belgium,Prostate cancer,81.7,181.7
Bhutan,Prostate cancer,1.1,1.2
Bolivia,Prostate cancer,34.2,32.2
Bosnia and Herzegovina,Prostate cancer,24.5,58.0
Botswana,Prostate cancer,23.9,13.4
Brazil,Prostate cancer,76.3,97.0
Belize,Prostate cancer,39.5,32.2
Solomon Islands,Prostate cancer,37.9,22.6
Brunei Darussalam,Prostate cancer,21.4,18.6
Bulgaria,Prostate cancer,38.2,94.0
Myanmar,Prostate cancer,4.2,3.4
Burundi,Prostate cancer,38.0,13.1
Belarus,Prostate cancer,68.2,113.1
Cambodia,Prostate cancer,5.2,3.0
Cameroon,Prostate cancer,38.6,14.7
Canada,Prostate cancer,60.1,134.1
Cabo Verde,Prostate cancer,43.6,27.0
Central African Republic,Prostate cancer,31.3,10.3
Sri Lanka,Prostate cancer,6.5,9.9
Chad,Prostate cancer,82.2,29.7
Chile,Prostate cancer,62.3,101.9
China,Prostate cancer,9.7,18.6
Colombia,Prostate cancer,52.6,65.2
Comoros,Prostate cancer,33.2,14.9
Congo Republic,Prostate cancer,42.3,15.2
DR Congo,Prostate cancer,40.1,16.4
Costa Rica,Prostate cancer,45.6,69.4
Croatia,Prostate cancer,69.5,165.7
Cuba,Prostate cancer,58.1,119.4
Cyprus,Prostate cancer,60.9,113.0
Czechia,Prostate cancer,70.0,150.4
Benin,Prostate cancer,38.0,16.4
Denmark,Prostate cancer,76.7,181.0
Dominican Republic,Prostate cancer,86.1,89.1
Ecuador,Prostate cancer,35.0,38.2
El Salvador,Prostate cancer,41.9,45.5
Ethiopia,Prostate cancer,8.0,3.8
Eritrea,Prostate cancer,10.9,6.1
Estonia,Prostate cancer,98.8,186.9
Fiji,Prostate cancer,50.2,47.4
Finland,Prostate cancer,82.2,216.3
France,Prostate cancer,82.3,180.7
French Guiana,Prostate cancer,94.1,80.4
French Polynesia,Prostate cancer,62.3,84.2
Djibouti,Prostate cancer,11.1,7.7
Gabon,Prostate cancer,26.1,12.8
Georgia,Prostate cancer,34.6,57.7
Gambia,Prostate cancer,10.3,3.8
Palestine,Prostate cancer,17.5,8.0
Germany,Prostate cancer,54.2,157.2
Ghana,Prostate cancer,30.4,14.6
Greece,Prostate cancer,51.4,138.9
Guadeloupe,Prostate cancer,157.5,358.4
Guam,Prostate cancer,43.7,62.5
Guatemala,Prostate cancer,43.6,29.4
Guinea,Prostate cancer,34.0,11.1
Guyana,Prostate cancer,61.9,64.8
Haiti,Prostate cancer,69.8,50.4
Honduras,Prostate cancer,28.5,19.9
Hungary,Prostate cancer,68.5,145.5
Iceland,Prostate cancer,65.6,127.3
India,Prostate cancer,5.6,5.2
Indonesia,Prostate cancer,10.5,9.3
Iran,Prostate cancer,21.8,22.6
Iraq,Prostate cancer,12.7,5.6
Ireland,Prostate cancer,99.8,169.1
Israel,Prostate cancer,44.6,59.7
Italy,Prostate cancer,49.5,130.0
Cote d'Ivoire,Prostate cancer,63.8,28.9
Jamaica,Prostate cancer,85.7,108.0
Japan,Prostate cancer,50.1,170.2
Kazakhstan,Prostate cancer,15.5,14.6
Jordan,Prostate cancer,15.1,9.0
Kenya,Prostate cancer,39.7,12.8
North Korea,Prostate cancer,3.7,4.1
South Korea,Prostate cancer,29.3,63.8
Kuwait,Prostate cancer,16.6,10.2
Kyrgyz Republic,Prostate cancer,7.4,4.0
Laos,Prostate cancer,4.1,2.4
Lebanon,Prostate cancer,27.9,32.1
Lesotho,Prostate cancer,32.1,16.8
Latvia,Prostate cancer,97.3,194.8
Liberia,Prostate cancer,38.6,17.6
Libya,Prostate cancer,16.2,10.4
Lithuania,Prostate cancer,135.0,260.5
Luxembourg,Prostate cancer,74.7,136.3
Madagascar,Prostate cancer,33.4,14.8
Malawi,Prostate cancer,28.0,9.3
Malaysia,Prostate cancer,12.9,13.9
Maldives,Prostate cancer,10.5,5.6
Mali,Prostate cancer,21.0,6.6
Malta,Prostate cancer,50.4,127.5
Martinique,Prostate cancer,134.3,355.2
Mauritania,Prostate cancer,26.5,11.6
Mauritius,Prostate cancer,24.8,41.6
Mexico,Prostate cancer,39.1,41.3
Mongolia,Prostate cancer,3.3,1.9
Moldova,Prostate cancer,34.6,51.3
Montenegro,Prostate cancer,36.1,70.8
Morocco,Prostate cancer,23.6,26.3
Mozambique,Prostate cancer,28.3,9.7
Oman,Prostate cancer,15.1,6.2
Namibia,Prostate cancer,63.8,27.2
Nepal,Prostate cancer,3.0,2.5
Netherlands,Prostate cancer,57.0,139.3
New Caledonia,Prostate cancer,84.3,114.3
Vanuatu,Prostate cancer,19.4,12.3
New Zealand,Prostate cancer,82.9,156.6
Nicaragua,Prostate cancer,36.8,29.2
Niger,Prostate cancer,5.5,2.0
Nigeria,Prostate cancer,41.2,16.4
Norway,Prostate cancer,109.9,225.0
Pakistan,Prostate cancer,6.7,4.4
Panama,Prostate cancer,56.2,66.4
Papua New Guinea,Prostate cancer,28.3,16.8
Paraguay,Prostate cancer,51.4,48.5
Peru,Prostate cancer,40.1,51.1
Philippines,Prostate cancer,24.1,17.3
Poland,Prostate cancer,56.0,123.0
Portugal,Prostate cancer,62.6,156.8
Guinea-Bissau,Prostate cancer,28.8,10.3
Timor-Leste,Prostate cancer,7.8,4.6
Puerto Rico,Prostate cancer,95.2,212.2
Qatar,Prostate cancer,11.0,5.0
Reunion,Prostate cancer,59.6,104.5
Romania,Prostate cancer,53.9,112.9
Russia,Prostate cancer,47.4,78.0
Rwanda,Prostate cancer,36.4,15.2
St. Lucia,Prostate cancer,93.9,142.7
Sao Tome and Principe,Prostate cancer,44.8,19.3
Saudi Arabia,Prostate cancer,5.9,3.6
Senegal,Prostate cancer,27.1,10.6
Serbia,Prostate cancer,37.0,80.2
Sierra Leone,Prostate cancer,21.2,9.0
Singapore,Prostate cancer,32.8,64.9
Slovakia,Prostate cancer,69.2,135.6
Vietnam,Prostate cancer,11.5,11.9
Slovenia,Prostate cancer,72.6,170.5
Somalia,Prostate cancer,18.5,7.4
South Africa,Prostate cancer,62.0,43.2
Zimbabwe,Prostate cancer,68.3,23.3
Spain,Prostate cancer,66.5,143.5
South Sudan,Prostate cancer,22.0,10.2
Sudan,Prostate cancer,11.9,6.1
Suriname,Prostate cancer,75.2,71.1
Eswatini,Prostate cancer,41.0,17.3
Sweden,Prostate cancer,104.3,229.0
Switzerland,Prostate cancer,69.1,157.7
Syria,Prostate cancer,17.6,11.5
Tajikistan,Prostate cancer,3.9,2.2
Thailand,Prostate cancer,12.5,23.0
Togo,Prostate cancer,31.3,13.4
Trinidad and Tobago,Prostate cancer,73.6,111.7
United Arab Emirates,Prostate cancer,13.8,4.5
Tunisia,Prostate cancer,16.8,21.0
Türkiye,Prostate cancer,35.3,40.9
Turkmenistan,Prostate cancer,6.1,4.0
Uganda,Prostate cancer,43.1,11.3
Ukraine,Prostate cancer,26.4,46.2
North Macedonia,Prostate cancer,41.4,75.9
Egypt,Prostate cancer,13.5,9.7
United Kingdom,Prostate cancer,74.0,163.8
Tanzania,Prostate cancer,45.4,15.2
United States,Prostate cancer,75.2,138.9
Burkina Faso,Prostate cancer,35.3,10.4
Uruguay,Prostate cancer,59.0,98.5
Uzbekistan,Prostate cancer,10.3,7.1
Venezuela,Prostate cancer,52.3,57.1
Samoa,Prostate cancer,49.1,33.4
Yemen,Prostate cancer,2.6,1.0
Zambia,Prostate cancer,65.4,17.0
"Micronesia, Fed. Sts.",Prostate cancer,43.3,41.4
Afghanistan,Rectal cancer,2.4,1.3
Albania,Rectal cancer,5.0,8.6
Algeria,Rectal cancer,6.8,6.8
Angola,Rectal cancer,1.9,0.95
Azerbaijan,Rectal cancer,4.9,6.0
Argentina,Rectal cancer,4.7,6.5
Australia,Rectal cancer,10.9,19.2
Austria,Rectal cancer,7.3,15.8
Bahamas,Rectal cancer,5.1,6.2
Bahrain,Rectal cancer,3.9,2.9
Bangladesh,Rectal cancer,1.6,1.6
Armenia,Rectal cancer,5.0,8.5
Barbados,Rectal cancer,7.5,14.6
Belgium,Rectal cancer,8.4,18.5
Bhutan,Rectal cancer,2.3,2.2
Bolivia,Rectal cancer,1.2,1.1
Bosnia and Herzegovina,Rectal cancer,12.6,26.7
Botswana,Rectal cancer,1.6,1.3
Brazil,Rectal cancer,7.9,11.0
Belize,Rectal cancer,0.0,0.0
Solomon Islands,Rectal cancer,2.9,1.7
Brunei Darussalam,Rectal cancer,16.3,17.7
Bulgaria,Rectal cancer,11.0,25.7
Myanmar,Rectal cancer,4.7,4.7
Burundi,Rectal cancer,2.8,1.2
Belarus,Rectal cancer,13.1,25.7
Cambodia,Rectal cancer,5.3,4.1
Cameroon,Rectal cancer,2.4,1.3
Canada,Rectal cancer,9.9,19.1
Cabo Verde,Rectal cancer,1.6,1.2
Central African Republic,Rectal cancer,2.5,1.3
Sri Lanka,Rectal cancer,4.0,6.0
Chad,Rectal cancer,1.2,0.6
Chile,Rectal cancer,6.2,10.3
China,Rectal cancer,9.5,17.2
Colombia,Rectal cancer,4.5,5.8
Comoros,Rectal cancer,1.8,0.88
Congo Republic,Rectal cancer,2.0,1.2
DR Congo,Rectal cancer,2.7,1.4
Costa Rica,Rectal cancer,4.6,6.6
Croatia,Rectal cancer,16.1,38.4
Cuba,Rectal cancer,3.9,7.9
Cyprus,Rectal cancer,6.8,12.8
Czechia,Rectal cancer,11.7,26.0
Benin,Rectal cancer,2.2,1.2
Denmark,Rectal cancer,13.7,32.2
Dominican Republic,Rectal cancer,1.8,2.0
Ecuador,Rectal cancer,3.1,3.4
El Salvador,Rectal cancer,2.0,2.2
Ethiopia,Rectal cancer,3.7,2.3
Eritrea,Rectal cancer,3.2,2.1
Estonia,Rectal cancer,11.1,27.9
Fiji,Rectal cancer,5.1,4.6
Finland,Rectal cancer,9.8,25.2
France,Rectal cancer,10.9,25.3
French Guiana,Rectal cancer,3.7,3.5
French Polynesia,Rectal cancer,4.9,7.0
Djibouti,Rectal cancer,2.9,2.7
Gabon,Rectal cancer,1.7,1.1
Georgia,Rectal cancer,7.2,14.0
Gambia,Rectal cancer,1.7,0.9
Palestine,Rectal cancer,6.0,3.5
Germany,Rectal cancer,9.9,26.2
Ghana,Rectal cancer,2.2,1.5
Greece,Rectal cancer,3.9,10.7
Guadeloupe,Rectal cancer,7.2,14.8
Guam,Rectal cancer,5.8,8.2
Guatemala,Rectal cancer,0.56,0.43
Guinea,Rectal cancer,1.2,0.64
Guyana,Rectal cancer,1.3,1.5
Haiti,Rectal cancer,1.9,1.5
Honduras,Rectal cancer,2.1,1.7
Hungary,Rectal cancer,17.2,36.3
Iceland,Rectal cancer,8.5,15.9
India,Rectal cancer,2.2,2.2
Indonesia,Rectal cancer,5.5,5.8
Iran,Rectal cancer,4.1,4.5
Iraq,Rectal cancer,3.2,2.0
Ireland,Rectal cancer,12.1,22.9
Israel,Rectal cancer,7.1,9.3
Italy,Rectal cancer,8.7,24.4
Cote d'Ivoire,Rectal cancer,1.9,1.0
Jamaica,Rectal cancer,4.7,5.9
Japan,Rectal cancer,13.6,38.6
Kazakhstan,Rectal cancer,7.0,8.2
Jordan,Rectal cancer,4.3,3.3
Kenya,Rectal cancer,3.6,1.9
North Korea,Rectal cancer,10.1,14.7
South Korea,Rectal cancer,11.0,22.5
Kuwait,Rectal cancer,3.3,3.0
Kyrgyz Republic,Rectal cancer,3.9,3.3
Laos,Rectal cancer,6.0,4.5
Lebanon,Rectal cancer,3.4,4.0
Lesotho,Rectal cancer,2.1,1.6
Latvia,Rectal cancer,10.5,26.2
Liberia,Rectal cancer,1.4,0.81
Libya,Rectal cancer,5.3,4.6
Lithuania,Rectal cancer,8.4,21.3
Luxembourg,Rectal cancer,7.1,13.7
Madagascar,Rectal cancer,2.3,1.3
Malawi,Rectal cancer,2.1,1.1
Malaysia,Rectal cancer,8.4,9.2
Maldives,Rectal cancer,5.6,4.4
Mali,Rectal cancer,4.1,2.0
Malta,Rectal cancer,8.5,20.3
Martinique,Rectal cancer,6.0,15.2
Mauritania,Rectal cancer,2.2,1.3
Mauritius,Rectal cancer,5.0,8.4
Mexico,Rectal cancer,2.5,2.8
Mongolia,Rectal cancer,1.7,1.5
Moldova,Rectal cancer,11.0,18.5
Montenegro,Rectal cancer,7.8,14.0
Morocco,Rectal cancer,5.0,5.7
Mozambique,Rectal cancer,1.5,0.76
Oman,Rectal cancer,4.0,2.8
Namibia,Rectal cancer,3.0,2.0
Nepal,Rectal cancer,1.7,1.6
Netherlands,Rectal cancer,13.7,31.6
New Caledonia,Rectal cancer,7.6,10.7
Vanuatu,Rectal cancer,3.7,2.2
New Zealand,Rectal cancer,13.4,27.2
Nicaragua,Rectal cancer,2.2,2.0
Niger,Rectal cancer,1.8,0.97
Nigeria,Rectal cancer,2.8,1.5
Norway,Rectal cancer,13.6,28.5
Pakistan,Rectal cancer,2.0,1.5
Panama,Rectal cancer,3.8,4.6
Papua New Guinea,Rectal cancer,4.8,2.9
Paraguay,Rectal cancer,3.7,3.6
Peru,Rectal cancer,2.2,2.8
Philippines,Rectal cancer,7.0,6.3
